Unnamed: 0,rating,price,phone,id,review_count,name,url,latitude,longitude,address1,address2,address3,city,state,zip_code,country,Unnamed: 0_y,hours_type,mon_start,mon_end,mon_overnight,tues_start,tues_end,tues_overnight,wed_start,wed_end,wed_overnight,thurs_start,thurs_end,thurs_overnight,fri_start,fri_end,fri_overnight,sat_start,sat_end,sat_overnight,sun_start,sun_end,sun_overnight
10,4.0,$$,(617) 542-5200,72PQGMhrEcIuWH-S44TprA,1729,Myers & Chang,https://www.yelp.com/biz/myers-and-chang-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3438187315924,-71.066250270967,1145 Washington St,,,Boston,MA,2118,US,11,REGULAR,1600.0,2100.0,False,1600.0,2100.0,False,1600.0,2100.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2100.0,False
11,4.0,$$,(617) 267-0047,nIS4O-TwLYkA_P1Cu0SfhA,1138,Yvonne's,https://www.yelp.com/biz/yvonnes-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.355517,-71.0614361,2 Winter Pl,,,Boston,MA,2108,US,12,REGULAR,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1600.0,200.0,True,1600.0,200.0,True,1700.0,100.0,True
12,4.0,$$,(617) 248-8835,VFvCFOYtyK9ae4Skxvf3vA,1286,Saus,https://www.yelp.com/biz/saus-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3610800091721,-71.0570718850568,33 Union St,,,Boston,MA,2108,US,13,REGULAR,1130.0,1900.0,False,1130.0,1900.0,False,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,2100.0,False,1130.0,1700.0,False
13,4.0,$$,(617) 247-4777,_QUh5vFHSuw8R_uiFZ7XKQ,1461,Parish Cafe & Bar,https://www.yelp.com/biz/parish-cafe-and-bar-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35194,-71.07168,361 Boylston St,,,Boston,MA,2116,US,14,REGULAR,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2200.0,False
14,4.0,$$$,(617) 536-6300,ooaCl61BsK7kJlZnYOq0UQ,1458,Abe & Louie's,https://www.yelp.com/biz/abe-and-louies-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3492240905762,-71.0815887451172,793 Boylston St,,,Boston,MA,2116,US,15,REGULAR,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2300.0,False,1100.0,2300.0,False,1100.0,2200.0,False
15,3.5,$$,(617) 423-0069,367aDatN4B0UNT4hNPMqPQ,2273,The Beehive,https://www.yelp.com/biz/the-beehive-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.344493,-71.071497,541 Tremont St,,,Boston,MA,2116,US,16,REGULAR,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,2359.0,False,1700.0,130.0,True,1000.0,130.0,True,1000.0,2300.0,False
16,4.0,$$$,(617) 695-1806,rcn3L8ZeQebdG0K1RSRKXQ,1605,Drink,https://www.yelp.com/biz/drink-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3506068,-71.04850540000305,348 Congress St,,,Boston,MA,2228,US,17,REGULAR,,,,,,,,,,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,,,
17,4.0,$$,(617) 227-7280,aGYdF_fNHDhFCAnXoTCkGA,966,Boston Sail Loft,https://www.yelp.com/biz/boston-sail-loft-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.362464,-71.050536,80 Atlantic Ave,,,Boston,MA,2110,US,18,REGULAR,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1130.0,200.0,True,1100.0,200.0,True
18,4.5,$$,(617) 936-3282,Z6Io2AbJrof7TPVliMZkAg,532,Fuji at Ink Block,https://www.yelp.com/biz/fuji-at-ink-block-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.345077,-71.063505,352 Harrison Ave,Ste B,,Boston,MA,2118,US,19,REGULAR,1100.0,2100.0,False,,,,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2130.0,False,1100.0,2130.0,False,1100.0,2100.0,False
19,4.0,$$,(617) 536-5723,q5HPp961WsjoVDaOmN8SwQ,1363,Giacomo's,https://www.yelp.com/biz/giacomos-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34406,-71.077732,431 Columbus Ave,,,Boston,MA,2116,US,20,REGULAR,1700.0,2200.0,False,1700.0,2200.0,False,1700.0,2200.0,False,1700.0,2200.0,False,1700.0,2300.0,False,1700.0,2300.0,False,1700.0,2130.0,False
20,4.0,$$$,(617) 423-0550,mxjVk5rvPNhzYe_vt3OSQA,1094,B&G Oysters,https://www.yelp.com/biz/b-and-g-oysters-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34388,-71.07123,550 Tremont St,,,Boston,MA,2116,US,21,REGULAR,,,,,,,1600.0,2100.0,False,1600.0,2100.0,False,1200.0,2200.0,False,1200.0,2200.0,False,1200.0,2100.0,False
21,4.0,$$$$,(617) 542-2255,_98MfEQ67r9-V78gmy8_Pg,1113,Grill 23 & Bar,https://www.yelp.com/biz/grill-23-and-bar-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3494218727725,-71.0720500564835,161 Berkeley St,,,Boston,MA,2116,US,22,REGULAR,1730.0,2230.0,False,1730.0,2230.0,False,1730.0,2230.0,False,1730.0,2230.0,False,1730.0,2300.0,False,1700.0,2300.0,False,1730.0,2200.0,False
22,4.0,$$,(617) 516-8913,lCMN0raxlHnBFDoLgkz4sw,828,Milkweed,https://www.yelp.com/biz/milkweed-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.332183,-71.099586,1508 Tremont St,,,Boston,MA,2120,US,23,REGULAR,700.0,2100.0,False,700.0,2100.0,False,700.0,2100.0,False,700.0,2100.0,False,700.0,2100.0,False,800.0,2100.0,False,800.0,2100.0,False
23,4.0,$$$$,(617) 412-4600,1hWZ0K2DOKZB9Xft08VZ9g,694,Sorellina,https://www.yelp.com/biz/sorellina-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3488367161261,-71.0779036594912,1 Huntington Ave,,,Boston,MA,2116,US,24,REGULAR,1730.0,2200.0,False,1730.0,2200.0,False,1730.0,2200.0,False,1730.0,2200.0,False,1730.0,2300.0,False,1730.0,2300.0,False,1730.0,2200.0,False
24,4.5,$$$,(617) 536-9500,poswq7BdLM9Iryd9palDVQ,473,SRV Boston,https://www.yelp.com/biz/srv-boston-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3409180006501,-71.0816150531173,569 Columbus Ave,,,Boston,MA,2118,US,25,REGULAR,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2230.0,False,1700.0,2230.0,False,1700.0,2230.0,False,1700.0,2100.0,False
25,4.0,$$,(617) 557-9248,T4nEmSQNeTKnNgcHpnvH0A,1358,Panza,https://www.yelp.com/biz/panza-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3646699,-71.05382,326 Hanover St,,,Boston,MA,2113,US,26,REGULAR,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2130.0,False,1600.0,2130.0,False,1600.0,2130.0,False
26,4.0,$$,(617) 423-7888,Q8g68ZDAt93h_n_wTbwshA,901,Shojo,https://www.yelp.com/biz/shojo-boston-4?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35113,-71.06077,9A Tyler St,,,Boston,MA,2111,US,27,REGULAR,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2359.0,False,1600.0,2359.0,False,1600.0,2200.0,False
27,4.0,$$$$,(617) 670-2515,fEKzWC1sbfZSElp46FoNag,944,Mooo Restaurant,https://www.yelp.com/biz/mooo-restaurant-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3583014944831,-71.0619811489821,15 Beacon St,,,Boston,MA,2108,US,28,REGULAR,1730.0,2100.0,False,1730.0,2100.0,False,1730.0,2100.0,False,1730.0,2100.0,False,1730.0,2200.0,False,1730.0,2200.0,False,1730.0,2100.0,False
28,4.0,$$$$,(617) 742-9991,uYqizPy4eUSpwOha0RkVPg,706,No. 9 Park,https://www.yelp.com/biz/no-9-park-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35762993064969,-71.0627950635177,9 Park St,,,Boston,MA,2108,US,29,REGULAR,,,,,,,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2200.0,False,1700.0,2200.0,False,1700.0,2100.0,False
29,4.0,$$,(617) 451-1800,nyy38msunExaObJOeH7j0Q,822,Bootleg Special,https://www.yelp.com/biz/bootleg-special-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3471199,-71.06834,400 Tremont St,,,Boston,MA,2116,US,30,REGULAR,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2359.0,False,1600.0,200.0,True,1100.0,200.0,True,1100.0,2200.0,False
30,4.5,$$,(857) 250-4497,5NsdznaNSUmH2O0vuo65Pw,301,Cornish Pasty,https://www.yelp.com/biz/cornish-pasty-boston-3?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34972501490227,-71.08928532990568,51A Massachusetts Ave,,,Boston,MA,2115,US,31,REGULAR,,,,1200.0,2100.0,False,1200.0,2100.0,False,1200.0,2100.0,False,1200.0,2100.0,False,1200.0,2100.0,False,1200.0,2100.0,False
31,4.0,$$$,(617) 248-6800,55PGG2U1z-q7Z694F-B-_w,1111,Bricco,https://www.yelp.com/biz/bricco-boston-6?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.36309,-71.05495,241 Hanover St,,,Boston,MA,2113,US,32,REGULAR,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,2300.0,False,1600.0,200.0,True,1200.0,200.0,True,1200.0,2300.0,False
32,3.5,$$,(617) 266-1300,7B9dJn1uWTv9QPnFcDwaXw,1598,Sweet Cheeks Q,https://www.yelp.com/biz/sweet-cheeks-q-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.343898,-71.101103,1381 Boylston St,,,Boston,MA,2215,US,33,REGULAR,,,,1600.0,2100.0,False,1600.0,2100.0,False,1600.0,2100.0,False,1600.0,2200.0,False,1130.0,2200.0,False,1130.0,2100.0,False
33,3.5,$$$,(617) 477-2900,et8Pwzjy2vjRhETAgEZ1Lg,1473,Legal Sea Foods - Harborside,https://www.yelp.com/biz/legal-sea-foods-harborside-boston-3?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34865,-71.03779,270 Northern Ave,Fl 2,,Boston,MA,2210,US,34,REGULAR,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2200.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2200.0,False
34,4.0,$$$,(617) 517-5915,E2De90kZUtXIS2dy-vn1yg,589,Deuxave,https://www.yelp.com/biz/deuxave-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.349521,-71.089166,371 Commonwealth Ave,,,Boston,MA,2115,US,35,REGULAR,1700.0,2130.0,False,1700.0,2130.0,False,1700.0,2130.0,False,1700.0,2130.0,False,1700.0,2200.0,False,1700.0,2230.0,False,1700.0,2130.0,False
35,4.0,$$,(617) 536-2020,PUZSvR-nEHlhEi0gSADu7w,936,Piattini,https://www.yelp.com/biz/piattini-boston-3?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34969,-71.08122,226 Newbury St,,,Boston,MA,2116,US,36,REGULAR,1200.0,2100.0,False,1200.0,2100.0,False,1200.0,2100.0,False,1200.0,2100.0,False,1200.0,2130.0,False,1200.0,2130.0,False,1200.0,2100.0,False
36,4.5,$$$,(617) 348-1234,ecqjHw3jeEApa9eZ622hAA,378,Fin Point Oyster Bar & Grill,https://www.yelp.com/biz/fin-point-oyster-bar-and-grill-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.35742537917813,-71.05302558403368,89 Broad St,,,Boston,MA,2110,US,37,REGULAR,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1130.0,2300.0,False,1200.0,2100.0,False
37,4.0,$$,(617) 266-1122,tKRg7pxR2Sw7aSrHTQS5mQ,777,Buttermilk & Bourbon,https://www.yelp.com/biz/buttermilk-and-bourbon-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3513,-71.07864,160 Commonwealth Ave,,,Boston,MA,2116,US,38,REGULAR,1200.0,2200.0,False,1200.0,2200.0,False,1200.0,2200.0,False,1200.0,2200.0,False,1200.0,2300.0,False,1100.0,2300.0,False,1700.0,2200.0,False
38,3.5,$$$,(617) 742-5300,VDmV3tPEQqFxzqQJRJazNw,1425,Legal Sea Foods - Long Wharf,https://www.yelp.com/biz/legal-sea-foods-long-wharf-boston-6?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3595530399974,-71.0510174185038,255 State St,,,Boston,MA,2109,US,39,REGULAR,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2100.0,False
39,4.0,$$,(857) 957-0949,m1ertlgQIxAl74D7nCsvbQ,1075,Earls Kitchen + Bar,https://www.yelp.com/biz/earls-kitchen-bar-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34722514515457,-71.08189270406079,800 Boylston St,Unit 107,,Boston,MA,2199,US,40,REGULAR,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2130.0,False,1130.0,2130.0,False,1000.0,2130.0,False,1000.0,2130.0,False
40,4.0,$$,(617) 765-8636,rdpY_LeMnDnfeK47eDnDOw,938,Lincoln Tavern and Restaurant,https://www.yelp.com/biz/lincoln-tavern-and-restaurant-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.336323,-71.0476,425 W Broadway,,,Boston,MA,2127,US,41,REGULAR,1000.0,100.0,True,1000.0,100.0,True,1000.0,100.0,True,1000.0,100.0,True,1000.0,100.0,True,900.0,100.0,True,900.0,100.0,True
41,4.0,$$,(617) 917-5626,xVxjzyMqghCYwVe_dwJzJw,670,Loco Taqueria & Oyster Bar,https://www.yelp.com/biz/loco-taqueria-and-oyster-bar-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3369670759542,-71.0477377406966,412 W Broadway,,,Boston,MA,2127,US,42,REGULAR,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1700.0,100.0,True,1000.0,100.0,True,1000.0,100.0,True
42,4.5,$$$,(617) 356-1100,eJzWmVgMY5x1n281Qw6YDQ,369,KAVA neo-taverna,https://www.yelp.com/biz/kava-neo-taverna-boston-2?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34239,-71.07043,315 Shawmut Ave,,,Boston,MA,2118,US,43,REGULAR,1600.0,2230.0,False,1600.0,2230.0,False,1600.0,2230.0,False,1600.0,2230.0,False,1100.0,2330.0,False,1100.0,2330.0,False,1100.0,2230.0,False
43,4.0,$$,(617) 338-7887,_RWkck7niE8VJG3zLXK2ig,866,Silvertone Bar & Grill,https://www.yelp.com/biz/silvertone-bar-and-grill-boston-3?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3571054428948,-71.0608611773038,69 Bromfield St,,,Boston,MA,2108,US,44,REGULAR,,,,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1100.0,200.0,True,1600.0,200.0,True,1600.0,200.0,True
44,4.0,$$$,(617) 737-0099,8zLHresim_7dPvkYSuBVzA,516,Menton,https://www.yelp.com/biz/menton-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3504581,-71.0483829,354 Congress St,,,Boston,MA,2210,US,45,REGULAR,,,,,,,1700.0,2100.0,False,1700.0,2100.0,False,1700.0,2200.0,False,1700.0,2200.0,False,1700.0,2100.0,False
45,4.5,$$,(617) 725-8855,l4YpEuvIm_RqNXleuDIthw,326,Ma Maison,https://www.yelp.com/biz/ma-maison-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.3609838,-71.0680064,272 Cambridge St,,,Boston,MA,2114,US,46,REGULAR,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False,1100.0,2200.0,False
46,3.5,$$,(617) 351-2500,gOjh7RMDZDn4h-QmwnAseA,1384,Sonsie,https://www.yelp.com/biz/sonsie-boston?adjust_creative=EkXlOYfDUuZJiPNkRtsurw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EkXlOYfDUuZJiPNkRtsurw,42.34884,-71.08625,327 Newbury St,,,Boston,MA,2115,US,47,REGULAR,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1600.0,2200.0,False,1130.0,2300.0,False,930.0,2300.0,False,930.0,2200.0,False
